genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
finnish soul,0.0844,0.677,353467,0.727,0.0118,0.0724,-12.849,0.0388,124.174,0.765,38,2,1
flamenco,0.705109625,0.579297441,231638.1559,0.623220806,0.518064879,0.190407934,-10.37887534,0.05862253,114.3973631,0.689269372,35.18240466,9,0
flamenco guitar,0.706099648,0.576405328,254314.2421,0.701630749,0.712007481,0.187027383,-10.46163765,0.0449387,117.5552256,0.71625308,38.40013173,4,0
flick hop,0.884,0.223,216507,0.0336,1.09E-05,0.0856,-24.655,0.0291,86.798,0.298,14,0,1
float house,0.257556,0.685615,376043.06,0.46352,0.75032,0.13904,-12.77741,0.049734,110.4999,0.381741,45,1,1
florida death metal,0.000398351,0.270766667,248260.0048,0.953828571,0.243876643,0.219658333,-6.800192857,0.11590619,128.967719,0.207257619,38.40714286,11,1
florida rap,0.2027315,0.730519349,219432.7343,0.636904246,0.019178766,0.155194718,-8.104823695,0.153453097,119.2980128,0.5257155,54.54085798,11,0
fluxwork,0.705666667,0.470634524,328369.6071,0.352416667,0.548161197,0.150320238,-13.52834524,0.105057143,117.5103333,0.174338095,38.27380952,2,1
fo jing,0.72,0.488,252760,0.479,1.55E-05,0.346,-11.049,0.03655,80.167,0.3195,40.5,11,1
focus,0.893605304,0.33922943,198381.9179,0.118885701,0.846812373,0.115652635,-23.36801942,0.048011641,96.45296819,0.175767418,59.09143247,0,1
focus beats,0.000407,0.703,234067,0.517,0.0969,0.0963,-13.644,0.0529,104.833,0.768,50,7,1
folclor afrocolombiano,0.378666667,0.713888889,223803,0.681,0.018325116,0.236266667,-7.278888889,0.096133333,130.7094444,0.903555556,32.77777778,3,1
folclor colombiano,0.098645,0.647,232353,0.7105,0.2255,0.10855,-9.301,0.0764,112.5855,0.658,47.5,5,1
folclore extremeno,0.8806,0.6438,134873.6,0.4422,0.00070474,0.25134,-8.4908,0.11756,107.3548,0.7074,0.2,5,1
folclore navarra,0.93,0.419,186440,0.183,6.28E-06,0.04,-14.964,0.0496,95.067,0.484,0,9,1
folk,0.531307486,0.535163319,230798.8313,0.417384689,0.042686084,0.181290382,-12.33573085,0.049468878,118.2226748,0.518466339,36.36328818,9,1
folk metal,0.000677173,0.32175,252253.25,0.939375,0.01785215,0.409375,-4.044,0.1181375,157.416375,0.3845,54.375,7,1
folk punk,0.304676174,0.460373962,214271.9676,0.64435609,0.039168718,0.263301742,-7.445800104,0.075255054,132.3383867,0.510179057,43.39319601,0,1
folk rock,0.400534071,0.543031284,223829.4252,0.50999888,0.056900279,0.192183619,-11.15774453,0.052004808,118.9285009,0.591869331,35.41122015,9,1
folk rock italiano,0.661708333,0.5513125,208126.7708,0.457416667,0.002035769,0.14870625,-12.97697917,0.151964583,125.5223958,0.625625,51.70833333,7,1
folk-pop,0.432963822,0.566223963,210853.4324,0.520326324,0.040054101,0.140306157,-9.009437161,0.048342841,113.2436409,0.414412074,56.48757254,0,1
folklore argentino,0.45017,0.522166667,262016.6833,0.4125,0.006183921,0.383433333,-12.23965,0.09206,102.5818333,0.413566667,40.01666667,7,1
folklore ecuatoriano,0.842261905,0.610190476,181139.4524,0.284833333,0.357129797,0.2045,-13.99997619,0.064733333,129.523,0.664880952,20.92857143,8,0
folklore peruano,0.6355,0.64,285903.5,0.79225,2.79E-05,0.11625,-5.998,0.0661,134.048,0.7995,55.25,7,1
folklore venezolano,0.571,0.631,351533,0.599,0,0.0546,-10.073,0.0463,112.63,0.908,39,6,1
folkmusik,0.639875556,0.522494444,236574.0611,0.245592222,0.379797376,0.153228333,-16.44436667,0.073088333,98.23679444,0.349755556,36.10555556,7,1
folktronica,0.469594592,0.536382653,275979.8265,0.524127551,0.323718606,0.193580102,-10.20742857,0.041941837,115.6000306,0.344970918,49.60714286,1,1
footwork,0.058,0.897,253718,0.568,0.332,0.12,-8.041,0.163,125.916,0.165,31,0,1
forro,0.55872918,0.573161305,199354.1248,0.482562048,0.074481936,0.189131142,-11.59448984,0.069234577,116.8988913,0.646770044,34.76062985,2,1
forro tradicional,0.7155,0.67525,165027.875,0.73025,1.04E-05,0.307875,-8.25475,0.0599125,97.810875,0.90175,18.25,2,1
fort worth indie,0.224636667,0.528333333,219137.6667,0.708333333,0.00018061,0.326533333,-7.946,0.0526,127.2283333,0.247666667,53.66666667,7,1
fourth world,0.7339335,0.345545078,455085.4735,0.25740894,0.761204393,0.129388892,-19.17184539,0.045066865,106.6281293,0.178085564,35.53742993,7,1
francoton,0.1074,0.744,229229.2857,0.725428571,0.000110133,0.169980952,-7.634904762,0.06382381,108.6601429,0.577666667,62.38095238,11,0
frankfurt electronic,0.0247,0.74,364400,0.946,0.242,0.124,-11.681,0.0353,137.015,0.715,54,0,0
freak folk,0.411018937,0.505704266,255692.2366,0.542308527,0.257532794,0.171489445,-10.28624166,0.045940049,117.3930889,0.442530537,45.21404699,7,1
freakbeat,0.30048914,0.486711795,196740.7013,0.672217616,0.064536217,0.197048009,-9.493028254,0.052203843,122.2958804,0.631259943,31.51225155,9,1
free folk,0.00961,0.639,294867,0.669,0.912,0.162,-7.532,0.0553,82.004,0.609,39,11,1
free improvisation,0.753742071,0.39268238,364796.8632,0.303282849,0.444377724,0.174413224,-18.6004104,0.08508211,102.3885024,0.374671989,21.29182181,5,1
free jazz,0.699246114,0.449674835,364048.0489,0.362167922,0.380690243,0.179160976,-14.7822252,0.067311465,108.2968155,0.461696666,21.46751385,5,1
freestyle,0.095413905,0.707019231,292056.9431,0.712611225,0.110039779,0.151261499,-9.599893016,0.06144961,121.5185445,0.724322091,37.90594587,7,1
fremantle indie,0.16735,0.578,162044.5,0.843,0.000135,0.09705,-5.9045,0.07555,158.3615,0.941,48.5,6,1
french baroque,0.929854701,0.486931624,169133.7179,0.226620513,0.754034188,0.117828205,-18.42317949,0.051663248,102.6104103,0.509252137,5.598290598,2,1
french death metal,0.001330434,0.32675,331763.3125,0.9220625,0.16991725,0.21580625,-4.1235625,0.0865,115.72175,0.17704375,46.6875,2,1
french hip hop,0.31315,0.808,198600,0.7855,0.001245,0.2525,-7.4715,0.12605,114.973,0.614,25.5,1,1
french indie pop,0.39295,0.721666667,265027.9667,0.595566667,0.202533463,0.199926667,-9.7059,0.037376667,111.8541,0.54506,61,6,1
french indietronica,0.194610714,0.629714286,305924.8571,0.723785714,0.342721429,0.164271429,-8.170428571,0.073728571,107.427,0.3937,56.92857143,11,1
french jazz,0.715990882,0.546826059,219554.2384,0.370129833,0.439987093,0.174934652,-13.48034897,0.054624976,117.1472907,0.556519438,22.15128088,8,1
french metal,0.001330434,0.32675,331763.3125,0.9220625,0.16991725,0.21580625,-4.1235625,0.0865,115.72175,0.17704375,46.6875,2,1
french movie tunes,0.808875,0.417986111,556371.7917,0.261855556,0.102595833,0.391875,-15.20486111,0.050016667,108.4104722,0.277506944,36.31944444,0,1
french opera,0.927918346,0.333017844,242456.6346,0.18701897,0.357020984,0.177729034,-17.92684546,0.048745833,107.7985834,0.258917834,7.312405372,2,1
french pop,0.435335851,0.553318085,247557.8182,0.517827204,0.056407652,0.212014156,-10.76374605,0.038277584,112.8029433,0.489341067,51.45180682,0,1
french reggae,0.481963889,0.743416667,247313.5667,0.554933333,0.014787548,0.145072222,-9.260344444,0.122161111,126.2456278,0.78365,42.95,7,1
french rock,0.389981349,0.630886728,226880.8358,0.558129808,0.036874576,0.193212995,-10.42835303,0.061019838,115.969889,0.636185662,47.98289158,7,1
french shoegaze,0.026282072,0.29374,243917.64,0.71514,0.239189036,0.17526,-6.22688,0.039712,156.0873,0.437386,52.4,11,1
french soundtrack,0.724860115,0.414746762,168763.5221,0.360924695,0.403264281,0.209114721,-12.59165921,0.048836472,113.3342638,0.371980451,20.05647734,9,1
french techno,0.0258625,0.5785,253745,0.834,0.313,0.1365,-5.6495,0.1706,107.714,0.3225,47.5,10,1
funana,0.094651667,0.8575,245171,0.643416667,0.1237035,0.248133333,-9.874333333,0.10985,103.9383333,0.86975,49.08333333,11,0
funeral doom,0.0211,0.401,264507,0.98,3.37E-05,0.152,-5.031,0.333,115.302,0.289,30,1,1
funk,0.304315053,0.638511523,283519.5196,0.573285676,0.114962933,0.177112906,-10.24785091,0.067906352,116.6628974,0.652475284,38.52883268,0,1
funk carioca,0.205606667,0.793333333,204102.625,0.732083333,0.002575975,0.169358333,-4.147541667,0.127058333,137.6800417,0.630708333,64.33333333,6,1
funk das antigas,0.212925,0.799,206032.375,0.73625,1.98E-05,0.149675,-4.930125,0.172125,173.530625,0.760125,55,3,0
funk metal,0.068307581,0.518026342,249471.6128,0.816979759,0.078424201,0.2443841,-7.054020837,0.10050183,123.6566432,0.516871538,44.34437927,9,1
funk ostentacao,0.2175,0.75,173386.5,0.6865,7.35E-06,0.1294,-4.4825,0.1795,144.0415,0.5635,71,6,1
funk rock,0.130144087,0.584645051,270337.2984,0.716283951,0.082904664,0.20571879,-8.634112775,0.091887793,122.0066414,0.577584287,40.51432266,9,1
funky breaks,0.002273565,0.701,240720,0.817,0.42651,0.127,-9.374,0.045,133.931,0.7275,39.5,1,1
funky tech house,0.017175,0.72,242913,0.739,0.056855,0.0698,-10.629,0.0314,123.4805,0.6455,54.5,2,1
future funk,0.189443374,0.673717647,224280.3717,0.716473765,0.25970706,0.207431916,-7.888541608,0.081587629,117.7598126,0.580308451,53.61833333,7,1
future garage,0.192352267,0.615023333,259473.2967,0.52374,0.187796417,0.127038333,-9.073036667,0.100874333,122.3134467,0.286826667,57.01666667,0,0
future house,0.060030556,0.713833333,206059.4444,0.854166667,0.014263565,0.145044444,-4.446777778,0.058905556,118.0921111,0.653388889,64.27777778,8,1
future rock,0.058741381,0.387153333,283189.1733,0.79634,0.004519497,0.227576667,-6.456653333,0.069299333,121.0007467,0.30334,51.69333333,6,0
futurepop,0.046716667,0.655833333,336111,0.603,0.048366,0.263966667,-12.912,0.034616667,124.0703333,0.657333333,46.33333333,7,1
g funk,0.114227721,0.785226877,270769.9333,0.68580751,0.004773393,0.224943606,-7.113520052,0.235149286,106.9519956,0.643520432,44.09808466,1,1
gabba,0.0367,0.69,462262,0.861,0.000412,0.142,-9.968,0.0845,118.876,0.529,26,1,1
gabonese pop,0.0483,0.738,342760,0.564,0.77,0.0724,-12.084,0.0381,108.902,0.933,35,0,1
gaian doom,0.00352,0.321,384867,0.662,0.503,0.105,-10.374,0.0349,117.853,0.199,44,5,1
gainesville indie,0.206966735,0.515208333,209745.5417,0.682833333,0.005200335,0.197833333,-6.3606875,0.0762625,119.6236875,0.3093625,52.1875,1,1
gaita zuliana,0.59,0.7265,264067,0.6615,0.01248,0.137,-10.6885,0.0593,111.0945,0.7865,37,7,1
galante era,0.942471417,0.376925926,178883.713,0.202294388,0.329795848,0.138462158,-19.01780636,0.054986353,113.317692,0.446421578,10.66304348,7,1
gamelan,0.9915,0.502,167666.5,0.2015,0.8995,0.133,-19.0715,0.04265,87.222,0.283,11,6,1
gaming edm,0.112856959,0.591011905,235318.4759,0.805305782,0.299331728,0.172005918,-5.254127211,0.07326568,130.3579252,0.353126667,60.39863946,11,0
gangster rap,0.11332276,0.751494562,260311.644,0.678090017,0.009059628,0.216936559,-7.333722548,0.231892181,113.5978195,0.583579817,46.11871984,1,1
garage pop,0.151319531,0.471388095,192190.831,0.797516667,0.123802105,0.184907857,-6.431307143,0.051980714,128.1574262,0.60965,45.00714286,9,1
garage psych,0.219064609,0.499905433,227610.0405,0.72456075,0.376725905,0.200540995,-8.177011329,0.049748674,123.206415,0.48478137,40.99428218,7,1
garage punk,0.016486952,0.380739048,172172.5695,0.876408571,0.486230641,0.166260571,-5.361188571,0.088567905,136.5066457,0.410058095,33.24380952,9,1
garage punk blues,0.427817725,0.45824,138606.9,0.905,0.52568255,0.24485,-7.65975,0.07534,114.4411,0.43278,25.15,5,1
garage rock,0.113520805,0.48185042,215561.9409,0.779728059,0.109859382,0.187924559,-6.583602418,0.079508017,129.7655968,0.530158073,45.2226812,9,1
garage rock revival,0.20386998,0.515885014,202730.0658,0.729113732,0.023423835,0.186282057,-6.285445014,0.080183442,120.4860284,0.559205527,45.80837607,11,1
gauze pop,0.104537198,0.608710053,240121.2142,0.669676323,0.020930513,0.161092646,-6.218529497,0.061424921,125.4166462,0.380423545,60.27632275,6,0
gbvfi,0.176292297,0.479517609,218477.9714,0.703455185,0.287813972,0.185204399,-9.143587945,0.053542239,121.5139612,0.547580598,35.41093501,7,1
geek folk,0.37653,0.507333333,248702.3333,0.497,3.79E-05,0.094333333,-10.585,0.035033333,110.758,0.335,42,7,1
geek rock,0.25277913,0.630695652,144408.6957,0.665043478,0.029301517,0.177930435,-9.392478261,0.088536957,122.4287174,0.722282609,34.43478261,7,1
german alternative rock,0.0082244,0.4826,227062,0.7704,0.01783474,0.14188,-5.2168,0.05044,111.6318,0.3332,48.8,8,1
german baroque,0.955911823,0.35259596,207680.7545,0.162461088,0.514964335,0.147561402,-20.00731977,0.051229251,96.13458936,0.391489008,12.07968047,2,1
german choir,0.951659379,0.315523799,243250.4857,0.282624062,0.294757262,0.223028172,-15.06229522,0.051299916,86.39222652,0.205774026,9.733094385,9,1
german country,0.58,0.609,207880,0.43,0,0.114,-10.429,0.0363,127.195,0.218,51,8,1
german dance,0.11588565,0.72574,206501.7067,0.748013333,0.122556839,0.16556,-6.500013333,0.068970333,124.5955933,0.64051,64.90333333,11,1
german hard rock,0.054598418,0.393759295,259081.5458,0.783716667,0.096258112,0.213854359,-10.87147788,0.056268526,128.0677141,0.405762179,39.34903846,9,1
german house,0.04907,0.85775,318034.5,0.5915,0.03769575,0.09605,-7.269,0.0505,122.75875,0.615,65.25,3,0
german jazz,0.572513889,0.403881944,276668.1042,0.27349375,0.661670455,0.165506944,-17.15343056,0.037170139,118.7409444,0.387018056,37.84722222,5,1
german literature,0.716092949,0.654201049,214871.0615,0.151429429,3.75E-06,0.375937995,-24.53528234,0.809243007,107.2374493,0.449394551,0.118881119,5,1
german metal,0.015420447,0.368266987,292815.8911,0.860922237,0.125155479,0.224033492,-8.236654956,0.077469067,129.2238428,0.327162213,43.64565451,11,1
german oi,0.106143,0.2815,166540,0.788,0.37001245,0.39,-8.5365,0.08865,172.404,0.338,0,11,1
german opera,0.937313816,0.312098707,318277.8176,0.21680965,0.297439536,0.217337942,-16.97059165,0.08553197,105.3928355,0.227780796,0.366514042,7,1
german pop,0.301071942,0.613539781,259157.808,0.614159637,0.00925953,0.174283072,-9.470432773,0.042787899,121.4902216,0.576550743,55.63423831,9,1
german pop rock,0.2997504,0.6184,220369.4,0.5514,0.02804,0.12692,-8.9424,0.0325,115.8632,0.5088,68.8,1,1
german punk,0.1797886,0.5669,198065.2,0.6958,0.07508743,0.35102,-9.4267,0.14417,143.5916,0.6056,34.4,7,1
german reggae,0.2585,0.6995,220773.5,0.74,0,0.09005,-6.2365,0.128,151.963,0.893,49.5,6,1
german renaissance,0.994,0.209,183230,0.287,0,0.108,-14.224,0.0387,84.274,0.184,0,5,1
german rock,0.148236591,0.462641941,278534.432,0.683523129,0.100233331,0.229875327,-9.322298273,0.081751518,125.7702071,0.423397868,39.34615385,11,1
german show tunes,0.8124,0.392133333,357172.4667,0.18386,0.00235111,0.165666667,-16.87006667,0.152393333,110.2724667,0.15442,37.93333333,0,1
german soundtrack,0.511576944,0.371909472,196229.0198,0.317306573,0.631840169,0.204945193,-16.18705545,0.041939643,115.7027231,0.261108197,44.7358792,7,1
german techno,0.05820034,0.691322588,244132.4386,0.8235375,0.345790429,0.188972401,-7.717699342,0.055298596,129.468493,0.596511184,58.60087719,9,1
german thrash metal,0.000926416,0.25975,297932.3056,0.911194444,0.195628,0.146102778,-9.659444444,0.116702778,113.5178611,0.237377778,37.94444444,4,1
german underground rap,0.065,0.859,276813,0.792,0,0.3,-4.007,0.141,103.201,0.766,67,2,1
ghanaian hip hop,0.1302375,0.802166667,222979.3333,0.672083333,0.000162115,0.164283333,-5.261875,0.057575,105.5990833,0.538791667,62.91666667,7,1
ghanaian traditional,0.761,0.6445,243393,0.0772,0,0.149,-19.0355,0.4925,145.2075,0.514,0,1,1
ghazal,0.857814603,0.51568728,247752.5969,0.34744975,0.244709225,0.209329027,-12.15477785,0.089223413,106.8384163,0.620377834,12.14959778,5,1
ghent indie,0.177,0.604,323853,0.952,0.881,0.0874,-3.423,0.0373,112.844,0.505,40,10,0
girl group,0.126470389,0.692901307,230978.1478,0.692822149,0.014714983,0.172649136,-6.573708395,0.079695557,115.70566,0.626419011,50.29279764,7,1
glam metal,0.064352239,0.48825549,255868.0387,0.772080077,0.05766183,0.233845593,-8.573926538,0.059776247,123.7313098,0.47765196,38.28637174,9,1
glam punk,0.091443572,0.413985732,201423.6069,0.821857891,0.031899811,0.216612172,-7.959899684,0.084195953,140.7336597,0.581451326,35.34084596,9,1
glam rock,0.244553666,0.507105974,246447.5198,0.670829303,0.094002839,0.238280118,-9.110564387,0.077948673,125.4034749,0.561271352,40.08970514,9,1
glee club,0.315930526,0.558863158,214178.4842,0.639536842,5.04E-05,0.169976842,-6.100505263,0.058965263,121.7142211,0.508652632,55.49473684,6,1
glitch,0.248690556,0.571521482,334515.5714,0.638081633,0.457848432,0.158064984,-8.923937164,0.0943558,114.4639866,0.287613695,50.63104189,9,0
glitch hop,0.156486623,0.575760984,298550.3382,0.684995536,0.374592119,0.299122932,-7.177927162,0.078776727,126.1504202,0.335428947,48.5153313,8,1
glitch pop,0.21568,0.535,300210.8,0.6788,0.45106,0.1123,-8.7038,0.03716,114.9722,0.2982,54.2,0,1
go-go,0.1268575,0.641625,314369.375,0.7765,0.05050685,0.229275,-10.685125,0.075525,120.821125,0.8465,33.5,10,1
gospel,0.357350755,0.48144104,348291.0719,0.605753498,0.00544025,0.323241124,-8.551185989,0.085114745,114.3240407,0.416142231,38.99466536,1,1
gospel blues,0.832724597,0.571451131,185018.0942,0.357432036,0.013999383,0.170944679,-12.52248968,0.058491421,137.8519756,0.648988869,23.34615385,9,1
gospel italiano,0.979,0.672,69813,0.441,0,0.193,-12.386,0.735,91.216,0.804,1,8,0
gospel r&b,0.347896227,0.547682105,289461.401,0.564149046,0.000721145,0.234931541,-8.241074323,0.084222275,108.3373589,0.476213337,40.52541478,1,1
gospel rap,0.196,0.75,245893,0.833,0,0.622,-5.817,0.279,143.369,0.614,42,8,1
gospel reggae,0.00288,0.837,204413,0.859,0,0.112,-6.027,0.0786,102.788,0.632,50,10,0
gospel singers,0.731192982,0.433741228,184074.9386,0.347347149,0.000309819,0.148291009,-12.02223684,0.043330702,115.409364,0.455811404,18.96710526,11,1
gothabilly,0.070304557,0.376788462,223903.3077,0.792403846,0.468637727,0.314377885,-9.969846154,0.059338462,142.9764712,0.491290385,36.44230769,9,1
gothenburg indie,0.240856701,0.582753472,247527.6076,0.619204861,0.11350419,0.1634,-7.296111111,0.046026042,128.4023507,0.478038194,50.56944444,2,1
gothenburg metal,0.004817273,0.419113333,233703.36,0.939873333,0.296896826,0.354789333,-5.306366667,0.078767333,121.7214733,0.328306,50.9,7,1
gothic alternative,0.0132525,0.53425,193897.75,0.83425,0,0.20805,-4.9385,0.065225,118.9975,0.66425,49.75,6,1
gothic americana,0.13245,0.725,195273,0.576,0.00809,0.2955,-8.017,0.0295,116.011,0.7445,54.5,2,0
gothic metal,0.037548467,0.431049603,311161.5218,0.825904762,0.237678822,0.170619246,-5.718160714,0.055581944,118.9822361,0.248978373,47.96230159,11,0
gothic post-punk,0.06925515,0.41848,256756.4,0.75142,0.38662324,0.256582,-10.30426,0.047826,127.63232,0.52874,35.08,2,0
gothic rock,0.09175612,0.475964312,252010.7134,0.723397403,0.276549399,0.178346661,-10.70383571,0.055828774,135.3738004,0.534783154,34.32238639,9,1
gothic symphonic metal,0.039667685,0.367555556,243262.6736,0.871,0.018285134,0.161305556,-5.49625,0.069123611,141.2132153,0.345452778,52.63194444,10,0
gqom,0.14288,0.7008,228060.6,0.646,0.00042,0.19156,-6.589,0.10764,134.8204,0.639,70.2,10,1
grand rapids indie,0.031121444,0.392777778,253888.2222,0.796555556,0.010802111,0.185566667,-6.098333333,0.058388889,129.491,0.554111111,46.88888889,11,1
grave wave,0.062656827,0.541384259,261348.1111,0.664444444,0.276118654,0.291658333,-7.869625,0.073933796,128.218662,0.411111111,43.23611111,7,1
graz indie,0.202075,0.588166667,279893.5,0.556083333,0.003997614,0.258666667,-11.33616667,0.030541667,130.11125,0.4345,0,2,1
